CocState,CoC,Coc\ID,HudNum,year,Organization ID,Organization Name,Project ID,Project Name,Project Type,Bed Type,Geo Code,Inventory Type,Target Population A,Target Population B,address1,city,state,zip,Beds HH w/ Children,Units HH w/ Children,HMIS Beds HH w/ Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Beds HH w/o Children,HMIS Beds HH w/o Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,Beds HH w/ only Children,HMIS Beds HH w/ only Children,CH Beds HH w only Children,Year-Round Beds,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Total Beds,Updated On,notes,projectNotes
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,1942,CCC - Harris - Section 8 - RSC (69),PSH,,411098,C,SMF,NA,8 NW 8TH AVE,PORTLAND,OR,97209,0,0,0,0,0,0,50,50,0,0,0,0,0,0,50,,,,,50,7/3/18 14:47,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,25621,CCC - Harris 8*8 JOHS(65),TH,,411098,C,SMF,NA,8 NW 8TH AVE,PORTLAND,OR,97209,0,0,0,0,0,,20,20,0,0,,0,0,,20,,,,,20,4/5/18 11:54,,project renamed only
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,25620,CCC - Harris ADFC8*8 HUD-JOHS (75),TH,,411098,C,SMF,NA,8 NW 8TH AVE,PORTLAND,OR,97209,0,0,0,0,0,,75,75,0,0,,0,0,,75,,,,,75,4/5/18 11:53,,project renamed only
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,97773,"CCC - HOPE Collaborative (4990, 4993, 4995, 4999, 4997)",PSH,,411098,C,SMF+HC,NA,232 NW 6TH AVE,PORTLAND,OR,97209,16,5,16,0,0,16,115,115,0,0,115,0,0,0,131,,,,,131,4/17/18 10:39,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,2041,"CCC - Housing Rapid Response (2204, 2914, 3187)",TH,,411098,C,SMF,NA,232 NW 6TH AVE,PORTLAND,OR,97209,0,0,0,0,0,,48,48,0,0,,0,0,,48,,,,,48,4/26/18 11:21,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,6144,CCC - Interstate Crossing (2841),PSH,,411098,C,SMF+HC,NA,6847 N Interstate,PORTLAND,OR,97217,30,12,30,0,0,0,1,1,0,0,0,0,0,0,31,,,,,31,4/20/18 10:14,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,26688,"CCC - Madrona (3170, 3098, 3169)",PSH,,411098,C,SMF,NA,10 N WEIDLER ST,PORTLAND,OR,97227,0,0,0,0,0,0,78,78,0,0,42,0,0,0,78,,,,,78,4/26/18 14:37,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,2179,CCC - McCracken (68),PSH,,411098,C,SMF,NA,532 NW EVERETT ST,PORTLAND,OR,97209,0,0,0,0,0,0,96,96,0,0,0,0,0,0,96,,,,,96,7/3/18 14:52,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,18275,CCC - Recovery Mentor (Estate ADFC) (2982),TH,,411098,C,SMF,NA,225 NW COUCH ST,PORTLAND,OR,97209,0,0,0,0,0,,60,60,0,0,,0,0,,60,,,,,60,4/26/18 11:15,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,26145,CCC - Rose Wood HOPWA  (126),PSH,,411098,C,SMF,HIV,4810 NE SANDY BLVD,PORTLAND,OR,97213,0,0,0,0,0,0,15,15,0,0,0,0,0,0,15,,,,,15,4/20/18 10:14,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,2042,CCC - Rose Wood Section 8 (125),PSH,,411098,C,SMF,NA,4810 NE SANDY BLVD,PORTLAND,OR,97213,0,0,0,0,0,0,20,20,0,0,0,0,0,0,20,,,,,20,4/20/18 10:15,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,2178,CCC - SPC: spcich (3118),PSH,,419051,C,SMF+HC,NA,232 NW 6TH AVE,PORTLAND,OR,97209,15,4,15,0,0,15,132,132,0,0,132,0,0,0,147,,,,,147,4/20/18 10:15,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,20280,CCC - Sunrise Place (2821),TH,,411098,C,SMF+HC,NA,5724 NE PRESCOTT ST,PORTLAND,OR,97218,30,10,30,0,0,,0,0,0,0,,0,0,,30,,,,,30,4/26/18 14:24,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,14138,CCC - Taggart Manor (2842),PSH,,411098,C,HC,NA,8066 SE TAGGART ST,PORTLAND,OR,97206,73,27,73,0,0,0,0,0,0,0,0,0,0,0,73,,,,,73,4/27/18 12:39,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,12392,CCC - The Henry Recuperative Care ES (2983),ES,F,411098,C,SMF,NA,309 SW 4TH AVE,PORTLAND,OR,97204,0,0,0,0,0,,35,35,0,0,,0,0,,35,0,0,,,35,4/25/18 15:57,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,32541,"CCC- Martha Washington (3043, 3042)",PSH,,411098,C,SMF,NA,1115 SW 11TH AVE,PORTLAND,OR,97205,0,0,0,0,0,0,69,69,0,0,0,0,0,0,69,,,,,69,4/20/18 10:16,,replaced Cascadia Martha Washington Under Development
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,55157,GPD-CCC- The Henry (6318),TH,,411098,C,SM,NA,309 SW 4TH AVE,PORTLAND,OR,97204,0,0,0,0,0,,15,15,15,0,,0,0,,15,,,,,15,4/6/18 14:11,Funding forced break out of projects,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,111121,GPD-CCC- The Henry (6319),TH,,411098,C,SMF,NA,232 NW 6TH AVE,Portland,OR,97209,0,0,0,0,0,,17,17,17,0,,0,0,,17,,,,,17,4/26/18 14:27,funding forced project break outs,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,111122,GPD-CCC- The Henry (6320),TH,,411098,C,SMF,NA,232 NW 6TH AVE,PORTLAND,OR,97209,0,0,0,0,0,,18,18,18,0,,0,0,,18,,,,,18,4/6/18 14:15,funding forced project breakouts,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1391,Central City Concern,55155,GPD-CCC-Martha Washington (6321),TH,,411098,C,SF,NA,1115 SW 11TH AVE,PORTLAND,OR,97205,0,0,0,0,0,,15,15,15,0,,0,0,,15,,,,,15,4/26/18 11:16,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,1362,City Team Ministries,2400,City Team Shelter -HIC (4528),ES,F,411098,C,SM,NA,526 SE GRAND AVE,PORTLAND,OR,97214,0,0,0,0,0,,46,0,0,0,,0,0,,46,0,0,,,51,4/3/18 13:34,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,39939,Community of Hope,103567,Community of Hope (5735),ES,F,411098,C,HC,NA,8911 N LEONARD ST,PORTLAND,OR,97203,24,9,24,0,0,,0,0,0,0,,0,0,,24,0,0,,,24,4/3/18 13:35,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12358,Community Partners for Affordable Housing,26689,Community Partners for Affordable Housing (3207),PSH,,411098,C,SMF+HC,NA,6380 SW CAPITOL HWY,PORTLAND,OR,97239,8,3,0,0,0,0,0,0,0,0,0,0,0,0,8,,,,,8,4/27/18 15:03,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11477,Community Services Inc,21290,Community Services Inc (3026),PSH,,411098,C,SMF,NA,14215 NW SCIENCE PARK DR,PORTLAND,OR,97229,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,,,,,4,7/3/18 14:34,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,38321,Do Good Multnomah,111234,Do Good Multnomah RRH (5895),RRH,,411098,N,SM,NA,5830 NE ALAMEDA ST,portland,OR,97213,0,0,0,0,0,,3,3,3,0,,0,0,,3,,,,,3,4/26/18 14:39,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,38321,Do Good Multnomah,97756,Do Good Multnomah Veteran's Shelter (5209),ES,F,411098,C,SM,NA,c/o 1126 SW Park Avenue,Portland,OR,97205,0,0,0,0,0,,29,29,29,0,,0,0,,29,0,0,,,29,4/6/18 14:52,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,40731,El Progama Hispana,111235,EPH: STRA (5627),RRH,,411098,C,HC,NA,2740 SE POWELL BLVD,portland,OR,97202,15,4,15,0,0,,0,0,0,0,,0,0,,15,,,,,15,4/26/18 14:45,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,8760,Hacienda CDC,7726,Hacienda CDC - Miraflores (2972),PSH,,411098,C,HC,NA,8901 N NEWELL AVE,PORTLAND,OR,97203,15,5,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,15,4/27/18 15:04,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11478,Home Forward,59048,"HAP CAP SPC: spccap (3192, 3193, 3135)",PSH,,411098,C,SMF,HIV,135 SW ASH ST,PORTLAND,OR,97204,32,11,32,0,0,0,43,43,0,0,7,0,0,0,75,,,,,75,4/20/18 10:16,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11478,Home Forward,44973,Home Forward - Bud Clark Commons - SP(2392),PSH,,411098,C,SMF,NA,655 NW Hoyt Street,PORTLAND,OR,97209,0,0,0,0,0,0,130,130,5,0,130,0,0,0,130,,,,,130,4/25/18 15:18,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11478,Home Forward,55554,"Home Forward - VA grspcvac (3580,3173)",PSH,,411098,C,SMF+HC,NA,135 SW ASH ST,PORTLAND,OR,97204,38,11,38,5,0,5,45,45,45,0,6,0,0,0,83,,,,,83,4/20/18 10:17,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11478,Home Forward,85273,Home Forward - VASH (4668),PSH,,411098,C,SMF+HC,NA,135 SW Ash Street,PORTLAND,OR,97204,95,27,95,95,0,10,477,477,477,0,400,0,0,0,572,,,,,572,4/27/18 13:51,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,111237,"HUD Family Futures (2365,3081, 2859, 4236)",RRH,,411098,C,HC,NA,12350 SE POWELL BLVD,portland,OR,97204,183,56,183,0,0,,0,0,0,0,,0,0,,183,,,,,183,4/26/18 14:46,"Grantee changed, sub-grantees remain same",
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,7122,Human Solutions - Gresham Women's Shelter (5731),ES,F,411098,C,SF,NA,16141 E BURNSIDE ST,PORTLAND,OR,97233,0,0,0,0,0,,90,90,0,0,,0,0,,90,0,0,,,90,4/5/18 11:19,,opened 2016
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,25747,Human Solutions - Homes Not Beds/KNAC (2310),RRH,,419051,C,HC,NA,12350 SE Powell Blvd,PORTLAND,OR,97236,65,25,65,0,0,,1,1,0,0,,0,0,,66,,,,,66,4/26/18 13:05,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,85394,Human Solutions - Moving to PH (2487),PSH,,411098,C,HC,NA,12350 SE POWELL BLVD,PORTLAND,OR,97236,16,7,16,0,0,16,0,0,0,0,0,0,0,0,16,,,,,16,4/20/18 10:18,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,98422,Human Solutions - RRH Initiative (5207),RRH,,411098,C,SMF+HC,NA,12350 SE POWELL BLVD,PORTLAND,OR,97236,58,20,58,0,0,,2,2,0,0,,0,0,,60,,,,,60,4/10/18 13:43,continue to ramp up,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,107063,"Human Solutions â€“ STRA â€“ RRH (5636, 5664)",RRH,,411098,N,HC,NA,12350 SE POWELL BLVD,PORTLAND,OR,97236,3,1,3,0,0,,0,0,0,0,,0,0,,3,,,,,3,4/10/18 13:49,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,5811,Human Solutions B2H (2554) / Arbor Glen,PSH,,411098,C,HC,NA,2609 SE 145TH AVE,PORTLAND,OR,97236,100,30,100,0,0,0,2,2,0,0,0,0,0,0,102,,,,,102,4/20/18 10:18,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,32704,Human Solutions- SafeHome (2949),PSH,,411098,C,SMF,NA,12350 SE POWELL BLVD,PORTLAND,OR,97236,0,0,0,0,0,0,13,13,0,0,0,0,0,0,13,,,,,13,4/20/18 10:18,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,9588,Human Solutions-Rockwood International (2997/5024),PSH,,410564,C,HC,NA,124 NE 181ST AVE,PORTLAND,OR,97230,63,21,0,45,0,0,0,0,0,0,0,0,0,0,63,,,,,63,4/26/18 14:11,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,45006,"Human Solutions-Safe Home Partnership (3791, 3792)",PSH,,411098,C,SMF+HC,NA,12350 SE Powell Blvd,PORTLAND,OR,97236,86,24,86,0,0,11,8,8,0,0,0,0,0,0,94,,,,,94,4/20/18 10:19,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,107061,"Human Solutions: EOP - RRH (5633, 5946, 6269)",RRH,,411098,N,SMF,NA,12350 SE POWELL BLVD,PORTLAND,OR,97236,0,0,0,0,0,,6,6,0,0,,0,0,,6,,,,,6,4/26/18 13:07,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,32268,Human Solutions: Family Shelter System (3066),ES,F,419051,C,HC,NA,12350 SE POWELL BLVD,PORTLAND,OR,97236,210,70,210,0,0,,6,6,0,0,,0,0,,216,0,0,,,228,4/3/18 13:44,,"Common Cup 6, Daybreak 16, Goose Hollow 24, Winter 60 plus Overflow"
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,110811,Human Solutions: Goose Hollow (6270),ES,F,411098,N,HC,NA,1838 SW JEFFERSON ST,PORTLAND,OR,97201,14,4,14,0,0,,0,0,0,0,,0,0,,14,0,0,,,14,4/26/18 14:26,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,3708,Human Solutions,113773,Human Solutions: Willow Tree - RRH (2367),RRH,,411098,C,HC,NA,16015 SE STARK ST,portland,OR,97233,12,3,12,0,0,,0,0,0,0,,0,0,,12,,,,,12,4/26/18 14:43,formerly TH,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,38399,Immigrant and Refugee Community Organization,111288,IRCO ESG STRA RRH (6218),RRH,,411098,C,SMF,NA,10301 NE GLISAN ST,PORTLAND,OR,97220,0,0,0,0,0,,2,2,0,0,,0,0,,2,,,,,2,4/26/18 14:38,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11471,Impact Northwest,21633,Impact Northwest - B2H - Esperanza Court (2780),PSH,,411098,C,HC,NA,3605 SE 28TH AVE,PORTLAND,OR,97202,28,10,0,0,0,0,0,0,0,0,0,0,0,,28,,,,,28,4/27/18 12:51,,Catholic Charities
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11471,Impact Northwest,26147,Impact Northwest - B2H - Howard House (2553),PSH,,419051,C,HC,NA,3611 SE 28TH AVE,PORTLAND,OR,97202,10,3,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,10,4/27/18 12:51,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11471,Impact Northwest,22331,Impact Northwest - B2H - Leander Court (2552),PSH,,411098,C,HC,NA,4620 SE 122ND AVE,PORTLAND,OR,97236,20,10,0,0,0,0,0,0,0,0,0,0,0,0,20,,,,,20,4/27/18 12:51,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11471,Impact Northwest,26148,Impact Northwest - B2H - Rose (2743),PSH,,419051,C,HC,NA,5215 SE DUKE ST,PORTLAND,OR,97206,7,2,0,0,0,0,0,0,0,0,0,0,0,0,7,,,,,7,4/27/18 12:52,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11471,Impact Northwest,26146,Impact Northwest - B2H - Villa de Clara Vista (2551),PSH,,419051,C,HC,NA,6706 NE KILLINGSWORTH ST,PORTLAND,OR,97218,20,5,0,0,0,20,0,0,0,0,0,0,0,0,20,,,,,20,4/27/18 13:40,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11471,Impact Northwest,22286,Impact Northwest - B2H Broadway Vantage (2781),PSH,,411098,C,HC,NA,8340 NE BROADWAY ST,PORTLAND,OR,97220,50,14,0,0,0,0,0,0,0,0,0,0,0,0,50,,,,,50,4/27/18 12:52,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11471,Impact Northwest,21339,Impact Northwest - B2H Kateri Park (2779),PSH,,411098,C,HC,NA,3640 SE 28TH AVE,PORTLAND,OR,97202,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,3,4/27/18 12:52,,Catholic Charities
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11471,Impact Northwest,85395,Impact Northwest - Scattered (4283),PSH,,411098,C,HC,NA,10055 E BURNSIDE ST,PORTLAND,OR,97216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,1,4/27/18 15:13,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11471,Impact Northwest,55542,"Impact Northwest STRA ESGP (3922, 5638)",RRH,,411098,C,HC,NA,10055 E BURNSIDE ST,PORTLAND,OR,97216,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,4/10/18 13:51,,allocation 2011.2
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11471,Impact Northwest,32706,Impact Northwest-B2H- Eastgate Station(3099),PSH,,411098,C,HC,NA,100 NE 120TH AVE,PORTLAND,OR,97220,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,3,4/27/18 15:13,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,8976,Innovative Housing Inc,16730,Hewitt Place & Village Square (2999),PSH,,411098,C,HC,NA,219 NW 2ND AVE,PORTLAND,OR,97209,30,8,0,0,0,0,0,0,0,0,0,0,0,0,30,,,,,30,4/27/18 15:05,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,8976,Innovative Housing Inc,22762,Lyndon Musolf Manor (3000),PSH,,411098,C,SMF,NA,216 NW 3RD AVE,PORTLAND,OR,97209,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,,,,,6,4/27/18 15:05,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,8976,Innovative Housing Inc,11388,St. John's Bridgeview (2988),PSH,,411098,C,SMF,NA,6816 N TRUMBULL AVE,PORTLAND,OR,97203,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,,,,,13,4/27/18 15:05,**,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,8979,Insights Teen Parents,5850,Insights - HUD HomeSafe (3086),RRH,,411098,C,SMF+HC,NA,3308 NE PEERLESS PL,PORTLAND,OR,97232,63,29,63,0,0,,1,1,0,0,,0,0,,64,,,,,64,4/10/18 13:56,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,8979,Insights Teen Parents,107065,Insights â€“ STRA â€“ RRH (5647),RRH,,411098,N,SMF+HC,NA,3308 NE PEERLESS PL,PORTLAND,OR,97232,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,4/10/18 13:57,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9010,Janus Youth Programs,90731,Janus Youth Programs - Changes (4915),TH,,411098,C,SMF,NA,4015 SE MADISON ST,PORTLAND,OR,97214,8,4,8,0,8,,14,14,0,14,,0,0,,22,,,,,22,4/6/18 14:55,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9010,Janus Youth Programs,32323,Janus Youth Programs - Streetlight (3046),ES,F,411098,C,SMF,NA,1635 SW Alder Street,PORTLAND,OR,97205,0,0,0,0,0,,30,30,0,30,,0,0,,30,0,0,,,30,4/26/18 11:05,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9010,Janus Youth Programs,32435,Janus Youth Programs: Girls Transitional (3047),TH,,411098,C,YF,NA,1635 SW ALDER ST,PORTLAND,OR,97205,0,0,0,0,0,,0,0,0,0,,2,2,,2,,,,,2,4/9/18 13:23,"No client served on PIT Night, this project serves a highly restricted population and had a client depart 1/23 but no one to fill beds on night of PIT",
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9010,Janus Youth Programs,32434,Janus Youth Programs: HUD Horizons Bridge House (3049),RRH,,411098,C,SMF,NA,4015 SE Madison,PORTLAND,OR,97214,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,4/10/18 15:00,,Girls Transitional Housing
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9010,Janus Youth Programs,32320,Janus Youth Programs: PORCHLIGHT (3045),ES,F,411098,C,SMF,NA,1635 SW ALDER ST,PORTLAND,OR,97205,0,0,0,0,0,,35,35,0,35,,0,0,,35,0,0,,,35,4/5/18 11:21,,formerly part of 'Janus Youth Programs: Shelters Only-Homeless Youth Continuum (2822)'
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,9010,Janus Youth Programs,17106,Janus Youth Programs: Runaway Shelter (3083),ES,F,411098,C,YMF,NA,738 NE Davis Street,PORTLAND,OR,97232,0,0,0,0,0,,3,3,0,3,,2,2,,5,0,0,,,5,4/26/18 11:06,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4142,JOIN,7654,JOIN - Catholic Charities -spcich (3144),PSH,,419051,C,SMF,NA,1435 NE 81ST AVE,PORTLAND,OR,97213,0,0,0,0,0,0,21,21,0,0,21,0,0,0,21,,,,,21,4/17/18 20:45,,HAP
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4142,JOIN,105809,JOIN - East County RRH (3070),RRH,,411098,C,SMF+HC,NA,1435 NE 81ST AVE,PORTLAND,OR,97213,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,4/26/18 14:37,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4142,JOIN,111291,JOIN - EPHC RRH (6278),RRH,,411098,C,SMF+HC,NA,1435 NE 81st Ave,portland,OR,97213,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,4/26/18 14:28,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4142,JOIN,105808,JOIN - Gen Placement (2538),RRH,,411098,C,SMF+HC,NA,1435 NE 81ST AVE,PORTLAND,OR,97213,17,4,17,0,0,,7,7,0,0,,0,0,,24,,,,,24,4/26/18 13:09,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4142,JOIN,105830,"JOIN - Inreach RRH (5778, 5779, 5780, 6169)",RRH,,411098,C,SMF+HC,NA,1435 NE 81ST AVE,PORTLAND,OR,97213,7,2,7,0,0,,11,11,0,0,,0,0,,18,,,,,18,4/10/18 15:12,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4142,JOIN,107067,JOIN - NARA RRH(5530),RRH,,411098,C,SMF+HC,NA,1435 NE 81ST AVE,PORTLAND,OR,97213,4,1,4,0,0,,10,10,0,0,,0,0,,14,,,,,14,4/26/18 14:28,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4142,JOIN,45005,JOIN - NOWHome (3790),PSH,,411098,C,SMF+HC,NA,1435 NE 81ST AVE,PORTLAND,OR,97213,24,6,24,0,0,24,17,17,0,0,17,0,0,0,41,,,,,41,4/20/18 10:19,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4142,JOIN,26077,JOIN - STH SPC:spcich (3143),PSH,,411098,C,SMF,NA,1435 NE 81ST AVE,PORTLAND,OR,97213,0,0,0,0,0,0,56,56,0,0,56,0,0,0,56,,,,,56,4/20/18 10:20,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4142,JOIN,111295,JOIN - STRA RRH (5567),RRH,,411098,C,SMF+HC,NA,1435 NE 81ST AVE,PORTLAND,OR,97213,12,4,12,0,0,,5,5,0,0,,0,0,,17,,,,,17,4/26/18 14:29,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4142,JOIN,105806,JOIN \ Gresh Home (4814),RRH,,411098,C,SMF+HC,NA,1435 NE 81ST AVE,PORTLAND,OR,97213,19,6,19,0,0,,16,16,0,0,,0,0,,35,,,,,35,4/10/18 15:07,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,4142,JOIN,55546,JOIN ESGP (3924),RRH,,411098,C,SMF,NA,1435 NE 81ST AVE,PORTLAND,OR,97213,0,0,0,0,0,,3,3,0,0,,0,0,,3,,,,,3,7/3/18 14:49,,allocation 2011.2
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12177,Lifeworks Northwest,1924,Lifeworks NW - Mult Co SPC: spc6 (3190),PSH,,419051,C,SMF,NA,14600 NW CORNELL RD,PORTLAND,OR,97229,3,1,3,0,0,3,21,21,0,0,20,0,0,0,24,,,,,24,4/20/18 10:20,,HAP
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,12177,Lifeworks Northwest,18760,Shaver Green (2995),PSH,,411098,C,HC,NA,375 NE SHAVER ST,PORTLAND,OR,97212,5,2,0,0,0,0,8,0,0,0,0,0,0,0,13,,,,,13,4/27/18 15:06,**,Armstrong LLC
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11473,Luke-Dorf,24078,Luke-Dorf - Bridgeview (2792),TH,,411098,C,SMF,NA,1508 SW 13TH AVE,PORTLAND,OR,97201,0,0,0,0,0,,39,39,0,0,,0,0,,39,,,,,39,4/5/18 11:57,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11473,Luke-Dorf,23467,Luke-Dorf - The Clifford (3080),PSH,,411098,C,SMF+HC,NA,527 SE MORRISON ST,PORTLAND,OR,97214,0,0,0,0,0,0,15,15,0,0,15,0,0,0,15,,,,,15,4/20/18 10:20,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11473,Luke-Dorf,26087,Luke-Dorf- SPC Mult Co - spc6 (3172),PSH,,411098,C,SMF,NA,12930 SW PACIFIC HWY,PORTLAND,OR,97223,5,2,5,0,0,5,23,23,0,0,20,0,0,0,28,,,,,28,4/20/18 10:21,,
OR,"Portland, Gresham/Multnomah County CoC",1356,OR-501,2018,11473,Luke-Dorf,277,Sandy Apartments (3001),PSH,,411098,C,SMF,HIV,11401 NE SANDY BLVD,PORTLAND,OR,97220,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,,,,,14,4/27/18 15:06,**,
